CGUID,Relatioship,CGAge,CGSex
12282,3,28,1
12283,7,32,1
12284,13,70,2
12285,3,33,1
12286,13,55,2
12287,3,34,1
12288,3,34,1
12289,3,45,1
12290,4,48,2
12291,3,29,1
12292,3,32,1
12293,3,41,1
12294,20,29,1
12295,4,45,2
12296,3,31,1
12297,3,38,1
12298,5,60,1
12299,4,48,2
12300,4,34,2
12301,3,40,1
12302,5,56,1
12303,3,21,1
12304,7,62,1
12305,3,36,1
12306,3,41,1
12307,23,67,1
12308,4,33,2
12309,4,52,2
12310,13,77,2
12311,3,48,1
12312,5,65,1
12313,3,35,1
12314,3,27,1
12315,5,75,1
12316,13,68,2
12317,3,34,1
12318,5,63,1
12319,3,37,1
12320,3,39,1
12321,3,36,1
12322,3,27,1
12323,4,55,2
12324,5,50,1
12325,3,38,1
12326,3,47,1
12327,3,39,1
12328,10,44,1
12329,5,64,1
12330,5,75,1
12331,3,41,1
12332,4,55,2
12333,3,29,1
12334,5,70,1
12335,3,25,1
12336,3,34,1
12337,5,63,1
12338,3,33,1
12339,3,35,1
12340,3,47,1
12341,10,41,1
12342,19,46,1
12343,3,33,1
12344,19,42,1
12345,4,64,2
12346,13,57,2
12347,4,34,2
12348,5,51,1
12349,3,30,1
12350,5,54,1
12351,4,41,2
12352,10,39,1
12353,7,41,1
12354,3,38,1
12355,3,67,1
12356,3,50,1
12357,4,42,2
12358,3,36,1
12359,3,30,1
12360,3,39,1
12361,3,34,1
12362,7,34,1
12363,7,43,1
12364,7,46,1
12365,7,41,1
12366,3,43,1
12367,3,42,1
12368,7,39,1
12369,3,43,1
12370,3,50,1
12371,3,36,1
12372,3,42,1
12373,3,47,1
12374,14,45,2
12375,3,30,1
12376,3,35,1
12377,3,54,1
12378,3,47,1
12379,3,48,1
12380,3,52,1
12381,3,46,1
12382,5,64,1
12383,3,28,1
12384,19,40,2
12385,4,48,2
12386,3,42,1
12387,7,63,1
12388,3,36,1
12389,4,41,2
12390,5,63,1
12391,3,49,1
12392,3,48,1
12393,3,39,1
12394,3,39,1
12395,4,48,2
12396,3,34,1
12397,3,42,1
12398,3,33,1
12399,4,42,2
12400,4,42,2
12401,3,45,1
12402,5,65,1
12403,3,47,1
12404,7,62,1
12405,3,43,1
12406,3,31,1
12407,4,31,2
12408,14,53,2
12409,3,32,1
12410,7,36,1
12411,3,47,1
12412,8,60,1
12413,8,60,1
12414,4,60,2
12415,3,60,1
12416,4,60,2
12417,3,60,1
12418,8,61,1
12419,3,46,1
12420,3,57,1
12421,3,62,1
12422,4,34,2
12423,3,32,1
12424,3,32,1
12425,3,45,1
12426,3,32,1
12427,3,33,1
12428,3,32,1
12429,3,32,1
12430,3,32,1
12431,3,32,1
12432,4,32,2
12433,3,60,1
12434,3,42,1
12435,3,32,1
12436,3,40,1
12437,3,32,1
12438,3,60,1
12439,3,32,1
12440,3,46,1
12441,3,45,1
12442,3,32,1
12443,8,58,1
12444,8,58,1
12445,3,32,1
12446,3,32,1
12447,3,40,1
12448,3,44,1
12449,3,32,1
12450,3,32,1
12451,8,32,2
12452,8,40,1
12453,3,50,1
12454,3,43,1
12455,3,45,1
12456,3,32,1
12457,4,32,2
12458,3,32,1
12459,8,73,1
12460,4,32,2
12461,8,32,1
12462,8,60,1
12463,3,32,1
12464,3,53,1
12465,3,40,1
12466,3,40,1
12467,3,32,1
12468,3,32,1
12469,8,32,1
12470,3,29,1
12471,3,29,1
12472,8,29,2
12473,3,29,1
12474,3,29,1
12475,3,29,1
12476,4,29,2
12477,3,29,1
12478,3,29,1
12479,3,29,1
12480,3,29,1
12481,3,29,1
12482,8,33,1
12483,3,29,1
12484,3,29,1
12485,3,29,1
12486,3,29,1
12487,3,29,1
12488,3,29,1
12489,3,29,1
12490,8,29,1
12491,3,29,1
12492,3,29,1
12493,3,29,1
12494,3,29,1
12495,3,29,1
12496,8,29,1
12497,4,29,2
12498,4,29,2
12499,4,29,2
12500,4,29,2
12501,3,29,1
12502,3,29,1
12503,3,29,1
12504,3,29,1
12505,4,29,2
12506,4,29,2
12507,3,29,1
12508,3,29,1
12509,3,29,1
12510,3,29,1
12511,3,29,1
12512,8,29,1
12513,4,29,2
12514,3,29,1
12515,3,43,1
12516,3,29,1
12517,3,29,1
12518,3,29,1
12519,4,29,2
12520,3,29,1
12521,3,29,1
12522,8,29,2
12523,3,29,1
12524,8,29,1
12525,3,29,1
12526,3,29,1
12527,3,29,1
12528,3,29,1
12529,3,29,1
12530,3,29,1
12531,3,29,1
12532,3,29,1
12533,3,29,1
12534,3,29,1
12535,3,29,1
12536,3,29,1
12537,3,29,1
12538,3,29,1
12539,4,29,2
12540,4,29,2
12541,3,29,1
12542,8,29,1
12543,3,29,1
12544,3,29,1
12545,3,29,1
12546,3,29,1
12547,3,29,1
12548,3,29,1
12549,3,29,1
12550,3,29,1
12551,3,29,1
12552,3,29,1
12553,4,29,2
12554,3,29,1
12555,3,29,1
12556,8,29,2
12557,3,29,1
12558,8,29,1
12559,3,29,1
12560,3,29,1
12561,8,29,1
12562,3,29,1
12563,3,29,1
12564,8,29,2
12565,8,29,2
12566,3,29,1
12567,4,29,2
12568,3,29,1
12569,4,29,2
12570,3,29,1
12571,8,29,1
12572,4,29,2
12573,3,29,1
12574,8,29,1
12575,3,29,1
12576,3,29,1
12577,3,29,1
12578,8,29,1
12579,4,29,2
12580,3,29,1
12581,3,29,1
12582,3,29,1
12583,3,29,1
12584,3,29,1
12585,3,29,1
12586,3,29,1
12587,3,29,1
12588,3,29,1
12589,3,29,1
12590,3,61,1
12591,3,29,1
12592,3,29,1
12593,8,29,1
12594,4,29,2
12595,4,29,2
12596,8,29,1
12597,8,29,2
12598,8,29,2
12599,3,41,1
12600,3,41,1
12601,3,41,1
12602,3,41,1
12603,3,41,1
12604,3,41,1
12605,3,41,1
12606,3,41,1
12607,3,41,1
12608,3,41,1
12609,8,41,2
12610,4,41,2
12611,4,41,2
12612,3,41,1
12613,3,41,1
12614,4,41,2
12615,8,41,1
12616,3,41,1
12617,3,14,1
12618,3,41,1
12619,8,41,1
12620,8,41,1
12621,8,41,1
12622,3,53,1
12623,3,41,1
12624,3,41,1
12625,3,41,1
12626,3,41,1
12627,3,41,1
12628,4,16,2
12629,3,41,1
12630,4,41,2
12631,8,41,1
12632,3,41,1
12633,8,41,1
12634,3,41,1
12635,3,41,1
12636,3,41,1
12637,4,41,2
12638,3,41,1
12639,4,41,2
12640,8,41,2
12641,3,41,1
12642,3,41,1
12643,3,41,1
12644,4,41,2
12645,3,38,1
12646,3,41,1
12647,3,41,1
12648,3,39,1
12649,3,41,1
12650,3,41,1
12651,3,41,1
12652,3,41,1
12653,3,41,1
12654,3,41,1
12655,4,41,2
12656,3,41,1
12657,4,41,2
12658,4,41,2
12659,3,41,1
12660,3,41,1
12661,3,41,1
12662,3,41,1
12663,8,41,1
12664,3,41,1
12665,3,41,1
12666,3,41,1
12667,3,41,1
12668,3,41,1
12669,4,41,2
12670,3,41,1
12671,3,41,1
12672,3,41,1
12673,4,41,2
12674,4,41,2
12675,4,41,2
12676,4,41,2
12677,3,41,1
12678,3,41,1
12679,4,41,2
12680,3,41,1
12681,8,61,1
12682,4,41,2
12683,3,41,1
12684,3,41,1
12685,4,41,2
12686,3,41,1
12687,3,41,1
12688,8,41,1
12689,3,29,1
12690,3,41,1
12691,4,46,2
12692,4,43,2
12693,3,41,1
12694,3,41,1
12695,4,41,2
12696,3,41,1
12697,4,41,2
12698,3,41,1
12699,3,41,1
12700,8,41,1
12701,3,41,1
12702,3,41,1
12703,3,41,1
12704,3,41,1
12705,3,41,1
12706,3,41,1
12707,3,41,1
12708,3,41,1
12709,3,41,1
12710,3,39,1
12711,4,46,2
12712,3,41,1
12713,3,41,1
12714,3,41,1
12715,3,41,1
12716,3,41,1
12717,3,41,1
12718,3,41,1
12719,4,41,2
12720,4,41,2
12721,3,41,1
12722,3,41,1
12723,3,41,1
12724,4,41,2
12725,8,41,1
12726,3,41,1
12727,3,41,1
12728,8,41,2
12729,8,41,2
12730,3,41,1
12731,3,41,1
12732,3,41,1
12733,3,41,1
12734,4,41,2
12735,3,41,1
12736,4,41,2
12737,3,41,1
12738,4,41,2
12739,4,41,2
12740,3,41,1
12741,4,41,2
12742,8,41,2
12743,3,37,1
12744,8,41,2
12745,3,41,1
12746,3,41,1
12747,3,41,1
12748,4,41,2
12749,4,41,2
12750,8,41,1
12751,3,41,1
12752,8,41,1
12753,3,41,1
12754,3,41,1
12755,4,41,2
12756,3,41,1
12757,3,41,1
12758,3,41,1
12759,3,41,1
12760,3,41,1
12761,3,41,1
12762,3,41,1
12763,3,41,1
12764,3,41,1
12765,4,41,2
12766,3,41,1
12767,3,41,1
12768,8,41,1
12769,8,66,1
12770,3,41,1
12771,4,46,2
12772,8,41,1
12773,3,41,1
12774,3,36,1
12775,3,41,1
12776,3,41,1
12777,3,41,1
12778,3,41,1
12779,3,41,1
12780,3,48,1
12781,3,41,1
12782,3,41,1
12783,3,41,1
12784,3,41,1
12785,3,41,1
12786,3,40,1
12787,3,35,1
12788,4,41,2
12789,3,41,1
12790,3,41,1
12791,3,41,1
12792,3,44,1
12793,3,41,1
12794,3,41,1
12795,3,42,1
12796,3,45,1
12797,3,41,1
12798,4,41,2
12799,3,33,1
12800,3,41,1
12801,4,41,2
12802,4,41,2
12803,8,38,1
12804,3,41,1
12805,3,40,1
12806,3,41,1
12807,4,33,2
12808,4,41,2
12809,3,43,1
12810,8,41,1
12811,3,41,1
12812,3,41,1
12813,3,41,1
12814,4,11,2
12815,3,45,1
12816,4,41,2
12817,3,41,1
12818,3,49,1
12819,3,37,1
12820,3,41,1
12821,3,49,1
12822,4,41,2
12823,8,41,1
12824,3,41,1
12825,3,41,1
12826,3,41,1
12827,3,42,1
12828,3,50,1
12829,3,40,1
12830,3,42,1
12831,3,50,1
12832,3,50,1
12833,3,50,1
12834,8,50,1
12835,3,45,1
12836,4,50,2
12837,8,50,1
12838,3,44,1
12839,3,46,1
12840,4,50,2
12841,3,50,1
12842,3,50,1
12843,4,50,2
12844,3,50,1
12845,3,48,1
12846,8,72,1
12847,3,50,1
12848,3,50,1
12849,4,50,2
12850,3,50,1
12851,8,67,1
12852,3,50,1
12853,4,50,2
12854,8,50,1
12855,3,50,1
12856,3,50,1
12857,8,50,1
12858,8,50,2
12859,4,40,2
12860,3,23,1
12861,3,50,1
12862,4,50,2
12863,3,50,1
12864,3,50,1
12865,3,50,1
12866,8,50,2
12867,3,34,1
12868,3,50,1
12869,3,50,1
12870,3,45,1
12871,4,50,2
12872,3,45,1
12873,3,50,1
12874,3,35,1
12875,8,35,1
12876,3,35,1
12877,3,35,1
12878,8,35,1
12879,3,35,1
12880,3,35,1
12881,3,35,1
12882,4,35,2
12883,3,35,1
12884,3,35,1
12885,3,35,1
12886,3,35,1
12887,3,35,1
12888,8,35,1
12889,8,35,1
12890,8,35,1
12891,3,35,1
12892,4,35,2
12893,4,35,2
12894,3,35,1
12895,3,35,1
12896,3,35,1
12897,8,35,1
12898,4,35,2
12899,3,35,1
12900,4,35,2
12901,3,35,1
12902,3,35,1
12903,3,42,1
12904,3,61,1
12905,3,35,1
12906,3,35,1
12907,3,45,1
12908,3,35,1
12909,4,35,2
12910,3,35,1
12911,3,35,1
12912,8,68,1
12913,3,35,1
12914,3,27,1
12915,3,45,1
12916,3,45,1
12917,3,45,1
12918,8,35,2
12919,8,37,1
12920,3,35,1
12921,8,35,1
12922,3,35,1
12923,8,35,1
12924,3,35,1
12925,3,45,1
12926,3,47,1
12927,3,35,1
12928,3,37,1
12929,3,35,1
12930,4,36,2
12931,3,35,1
12932,8,35,1
12933,3,41,1
12934,3,35,1
12935,3,35,1
12936,3,35,1
12937,3,50,1
12938,8,50,1
12939,3,35,1
12940,3,35,1
12941,3,35,1
12942,3,35,1
12943,3,35,1
12944,8,35,1
12945,3,35,1
12946,3,35,1
12947,3,45,1
12948,3,35,1
12949,3,35,1
12950,3,16,1
12951,8,35,1
12952,8,35,2
12953,3,35,1
12954,8,35,1
12955,3,35,1
12956,3,35,1
12957,3,42,1
12958,4,35,2
12959,3,35,1
12960,3,35,1
12961,3,35,1
12962,3,35,1
12963,3,35,1
12964,3,44,1
12965,3,35,1
12966,8,35,2
12967,3,35,1
12968,3,38,1
12969,8,35,1
12970,3,35,1
12971,3,35,1
12972,3,37,1
12973,3,43,1
12974,8,52,1
12975,4,35,2
12976,3,31,1
12977,8,40,1
12978,3,52,1
12979,3,46,1
12980,3,40,1
12981,3,35,1
12982,3,37,1
12983,3,43,1
12984,3,35,1
12985,3,32,1
12986,3,35,1
12987,3,43,1
12988,4,50,2
12989,3,35,1
12990,3,47,1
12991,3,35,1
12992,8,42,2
12993,3,35,1
12994,8,35,2
12995,3,35,1
12996,8,35,1
12997,3,35,1
12998,3,35,1
12999,3,41,1
13000,3,35,1
13001,3,35,1
13002,8,35,1
13003,8,35,2
13004,4,35,2
13005,3,35,1
13006,3,35,1
13007,4,35,2
13008,3,41,1
13009,4,52,2
13010,3,35,1
13011,3,35,1
13012,4,40,2
13013,3,45,1
13014,3,45,1
13015,8,42,1
13016,9,42,1
13017,8,32,2
13018,8,61,1
13019,3,44,1
13020,8,2,1
13021,8,80,1
13022,4,35,2
13023,3,35,1
13024,3,35,1
13025,4,35,2
13026,3,35,1
13027,3,35,1
13028,3,35,1
13029,3,35,1
13030,3,35,1
13031,3,35,1
13032,9,35,1
13033,3,35,1
13034,3,35,1
13035,3,35,1
13036,3,35,1
13037,3,35,1
13038,8,35,1
13039,3,35,1
13040,3,35,1
13041,3,35,1
13042,3,35,1
13043,3,52,1
13044,3,35,1
13045,3,35,1
13046,3,35,1
13047,9,41,1
13048,4,35,2
13049,3,35,1
13050,3,35,1
13051,3,42,1
13052,3,35,1
13053,3,35,1
13054,3,35,1
13055,3,35,1
13056,3,45,1
13057,3,35,1
13058,3,35,1
13059,3,35,1
13060,3,35,1
13061,3,35,1
13062,4,35,2
13063,3,35,1
13064,3,35,1
13065,3,35,1
13066,4,35,2
13067,9,35,1
13068,3,35,1
13069,3,35,1
13070,3,50,1
13071,3,35,1
13072,3,35,1
13073,4,35,2
13074,9,35,1
13075,3,35,1
13076,3,35,1
13077,3,35,1
13078,3,35,1
13079,3,39,1
13080,3,35,1
13081,3,35,1
13082,3,35,1
13083,3,35,1
13084,3,35,1
13085,3,35,1
13086,3,35,1
13087,3,35,1
13088,3,35,1
13089,3,51,1
13090,3,36,1
13091,3,51,1
13092,3,42,1
13093,3,42,1
13094,3,38,1
13095,3,38,1
13096,9,70,1
13097,3,42,1
13098,3,52,1
13099,4,35,2
13100,3,35,1
13101,3,35,1
13102,3,49,1
13103,3,35,1
13104,3,35,1
13105,3,35,1
13106,3,35,1
13107,3,35,1
13108,9,35,1
13109,3,35,1
13110,3,35,1
13111,3,35,1
13112,3,35,1
13113,3,35,1
13114,3,35,1
13115,3,35,1
13116,3,35,1
13117,3,35,1
13118,3,35,1
13119,3,35,1
13120,3,35,1
13121,3,33,1
13122,3,35,1
13123,4,35,2
13124,3,35,1
13125,3,35,1
13126,4,35,2
13127,3,35,1
13128,9,45,1
13129,3,35,1
13130,3,35,1
13131,3,25,1
13132,4,25,2
13133,4,25,2
13134,3,25,1
13135,4,25,2
13136,9,25,1
13137,9,25,1
13138,3,25,1
13139,3,25,1
13140,9,25,2
13141,3,25,1
13142,3,36,1
13143,3,25,1
13144,3,25,1
13145,3,25,1
13146,3,25,1
13147,3,25,1
13148,3,25,1
13149,3,42,1
13150,3,25,1
13151,3,25,1
13152,9,25,1
13153,3,25,1
13154,9,25,1
13155,3,25,1
13156,3,25,1
13157,3,25,1
13158,3,25,1
13159,3,25,1
13160,3,25,1
13161,3,25,1
13162,9,25,1
13163,3,25,1
13164,9,25,1
13165,3,25,1
13166,3,33,1
13167,3,25,1
13168,3,25,1
13169,9,25,1
13170,3,25,1
13171,3,25,1
13172,3,25,1
13173,3,25,1
13174,3,25,1
13175,3,25,1
13176,3,25,1
13177,3,25,1
13178,3,25,1
13179,3,25,1
13180,3,25,1
13181,9,25,1
13182,3,25,1
13183,3,25,1
13184,3,25,1
13185,3,25,1
13186,3,25,1
13187,3,25,1
13188,3,25,1
13189,4,25,2
13190,3,25,1
13191,3,45,1
13192,3,25,1
13193,3,25,1
13194,3,25,1
13195,9,25,2
13196,3,25,1
13197,9,25,1
13198,3,81,1
13199,3,25,1
13200,3,25,1
13201,3,45,1
13202,3,50,1
13203,3,25,1
13204,3,25,1
13205,3,25,1
13206,3,25,1
13207,3,25,1
13208,3,25,1
13209,3,25,1
13210,9,25,1
13211,9,66,1
13212,3,25,1
13213,9,25,1
13214,3,45,1
13215,3,45,1
13216,3,39,1
13217,9,25,1
13218,3,25,1
13219,9,68,2
13220,3,25,1
13221,9,54,1
13222,3,46,1
13223,3,38,1
13224,9,25,1
13225,9,25,2
13226,9,25,1
13227,3,25,1
13228,3,46,1
13229,3,25,1
13230,3,25,1
13231,3,25,1
13232,3,25,1
13233,3,25,1
13234,3,25,1
13235,3,45,1
13236,3,25,1
13237,9,25,1
13238,9,25,1
13239,9,25,1
13240,3,25,1
13241,3,25,1
13242,9,25,2
13243,9,25,1
13244,3,25,1
13245,3,25,1
13246,9,25,1
13247,9,25,2
13248,9,25,1
13249,4,25,2
13250,3,25,1
13251,3,25,1
13252,4,25,2
13253,4,25,2
13254,4,25,2
13255,3,25,1
13256,3,25,1
13257,3,25,1
13258,3,34,1
13259,3,25,1
13260,4,25,2
13261,3,25,1
13262,3,25,1
13263,3,25,1
13264,3,25,1
13265,3,44,1
13266,3,25,1
13267,3,25,1
13268,4,25,2
13269,3,25,1
13270,3,25,1
13271,3,25,1
13272,3,25,1
13273,4,25,2
13274,3,40,1
13275,3,40,1
13276,3,40,1
13277,3,40,1
13278,3,40,1
13279,3,40,1
13280,3,40,1
13281,3,40,1
13282,3,39,1
13283,3,40,1
13284,3,40,1
13285,3,40,1
13286,3,40,1
13287,3,40,1
13288,3,40,1
13289,3,40,1
13290,9,40,1
13291,3,40,1
13292,3,40,1
13293,3,40,1
13294,3,34,1
13295,9,40,1
13296,3,40,1
13297,3,40,1
13298,3,40,1
13299,3,40,1
13300,3,40,1
13301,4,40,2
13302,3,40,1
13303,3,40,1
13304,9,40,1
13305,9,40,1
13306,9,40,1
13307,9,40,1
13308,9,40,1
13309,3,45,1
13310,9,45,1
13311,4,45,2
13312,3,40,1
13313,3,40,1
13314,3,40,1
13315,3,40,1
13316,3,40,1
13317,3,40,1
13318,3,40,1
13319,4,40,2
13320,9,40,1
13321,3,40,1
13322,3,40,1
13323,9,45,1
13324,3,40,1
13325,3,40,1
13326,4,40,2
13327,9,40,2
13328,3,40,1
13329,3,40,1
13330,9,40,1
13331,3,40,1
13332,9,40,1
13333,9,40,1
13334,3,40,1
13335,9,40,1
13336,3,40,1
13337,9,40,1
13338,9,40,1
13339,3,40,1
13340,9,40,1
13341,9,40,1
13342,9,40,1
13343,3,40,1
13344,9,40,1
13345,9,40,1
13346,3,40,1
13347,3,40,1
13348,9,40,1
13349,9,40,1
13350,3,40,1
13351,3,40,1
13352,3,40,1
13353,3,40,1
13354,3,40,1
13355,3,45,1
13356,3,45,1
13357,3,40,1
13358,3,40,1
13359,3,40,1
13360,3,33,1
13361,3,33,1
13362,3,40,1
13363,3,40,1
13364,3,40,1
13365,3,45,1
13366,3,40,1
13367,3,40,1
13368,3,40,1
13369,3,40,1
13370,3,40,1
13371,9,40,1
13372,3,40,1
13373,9,40,1
13374,3,32,1
13375,3,40,1
13376,3,40,1
13377,3,40,1
13378,3,40,1
13379,3,40,1
13380,3,40,1
13381,3,40,1
13382,3,40,1
13383,3,40,1
13384,3,40,1
13385,9,40,2
13386,3,40,1
13387,3,40,1
13388,4,40,2
13389,3,40,1
13390,3,40,1
13391,3,40,1
13392,3,40,1
13393,4,40,2
13394,3,40,1
13395,9,40,2
13396,3,40,1
13397,9,40,1
13398,9,40,1
13399,3,40,1
13400,3,40,1
13401,3,40,1
13402,3,40,1
13403,9,40,1
13404,3,40,1
13405,3,40,1
13406,9,40,1
13407,3,40,1
13408,3,40,1
13409,3,40,1
13410,3,40,1
13411,3,40,1
13412,9,40,1
13413,3,40,1
13414,4,40,2
13415,3,40,1
13416,3,40,1
13417,3,40,1
13418,3,40,1
13419,3,40,1
13420,3,40,1
13421,3,32,1
13422,9,40,1
13423,3,40,1
13424,3,32,1
13425,9,32,1
13426,3,32,1
13427,3,32,1
13428,3,32,1
13429,3,32,1
13430,3,42,1
13431,3,32,1
13432,3,32,1
13433,3,40,1
13434,3,40,1
13435,3,40,1
13436,3,40,1
13437,4,40,2
13438,4,40,2
13439,3,40,1
13440,3,40,1
13441,4,40,2
13442,3,32,1
13443,3,40,1
13444,4,40,2
13445,3,40,1
13446,3,40,1
13447,9,40,1
13448,4,32,2
13449,3,32,1
13450,3,40,1
13451,9,40,1
13452,3,32,1
13453,3,40,1
13454,9,40,1
13455,9,40,1
13456,9,40,1
13457,9,40,1
13458,3,40,1
13459,3,40,1
13460,3,40,1
13461,3,40,1
13462,3,40,1
13463,9,40,1
13464,9,40,1
13465,9,40,1
13466,3,40,1
13467,9,40,1
13468,9,40,1
13469,3,32,1
13470,3,40,1
13471,3,40,1
13472,9,40,1
13473,4,40,2
13474,9,40,1
13475,3,40,1
13476,3,40,1
13477,3,40,1
13478,3,40,1
13479,9,40,1
13480,4,40,2
13481,3,40,1
13482,3,40,1
13483,9,40,2
13484,9,40,1
13485,3,40,1
13486,3,32,1
13487,3,40,1
13488,4,40,2
13489,3,40,1
13490,3,40,1
13491,3,40,1
13492,3,40,1
13493,3,40,1
13494,3,40,1
13495,9,40,1
13496,3,40,1
13497,3,40,1
13498,3,40,1
13499,9,40,1
13500,9,40,1
13501,4,40,2
13502,9,40,1
13503,3,40,1
13504,3,40,1
13505,3,40,1
13506,9,40,1
13507,4,40,2
13508,9,40,2
13509,9,40,2
13510,9,40,2
13511,3,40,1
13512,9,40,1
13513,3,40,1
13514,3,40,1
13515,3,32,1
13516,3,40,1
13517,3,40,1
13518,9,40,1
13519,3,32,1
13520,4,40,2
13521,3,40,1
13522,3,32,1
13523,9,32,1
13524,3,40,1
13525,4,40,2
13526,3,40,1
13527,3,40,1
13528,3,30,1
13529,3,40,1
13530,3,40,1
13531,3,40,1
13532,3,40,1
13533,3,40,1
13534,3,40,1
13535,3,40,1
13536,4,40,2
13537,4,40,2
13538,3,40,1
13539,3,40,1
13540,3,40,1
13541,3,40,1
13542,3,40,1
13543,3,40,1
13544,3,40,1
13545,9,40,1
13546,3,40,1
13547,9,40,2
13548,3,40,1
13549,3,40,1
13550,3,23,1
13551,3,40,1
13552,3,40,1
13553,9,40,1
13554,9,40,1
13555,9,40,1
13556,3,42,1
13557,3,40,1
13558,3,36,1
13559,3,40,1
13560,3,40,1
13561,3,47,1
13562,3,52,1
13563,3,40,1
13564,3,40,1
13565,3,40,1
13566,9,40,1
13567,3,40,1
13568,3,40,1
13569,3,44,1
13570,3,40,1
13571,3,40,1
13572,4,40,2
13573,4,40,2
13574,3,40,1
13575,9,40,1
13576,9,40,2
13577,3,40,1
13578,4,40,2
13579,3,40,1
13580,3,40,1
13581,3,40,1
13582,4,40,2
13583,3,40,1
13584,3,40,1
13585,3,40,1
13586,3,40,1
13587,3,40,1
13588,3,40,1
13589,3,30,1
13590,4,55,2
13591,9,57,2
13592,3,30,1
13593,4,30,2
13594,3,30,1
13595,3,30,1
13596,3,46,1
13597,3,30,1
13598,3,30,1
13599,8,30,1
13600,8,30,1
13601,8,30,1
13602,8,30,1
13603,8,30,1
13604,8,30,1
13605,8,30,1
13606,8,30,1
13607,8,50,1
13608,8,30,1
13609,8,30,1
13610,8,30,1
13611,8,30,1
13612,8,30,1
13613,8,30,1
13614,4,30,2
13615,8,30,1
13616,8,30,1
13617,8,30,1
13618,8,58,1
13619,8,47,1
13620,8,40,1
13621,8,30,1
13622,8,30,1
13623,8,30,1
13624,8,40,1
13625,8,42,1
13626,8,30,1
13627,8,30,1
13628,8,30,1
13629,8,30,1
13630,8,54,1
13631,8,30,1
13632,8,30,1
13633,8,30,1
13634,8,30,1
13635,8,30,1
13636,8,40,1
13637,4,40,2
13638,8,40,1
13639,8,40,1
13640,8,40,1
13641,8,30,1
13642,8,32,1
13643,8,35,1
13644,8,32,1
13645,8,40,1
13646,8,30,1
13647,4,30,2
13648,8,30,1
13649,8,30,1
13650,8,30,1
13651,8,30,1
13652,8,40,1
13653,8,40,1
13654,8,30,1
13655,8,30,1
13656,8,30,1
13657,8,30,1
13658,8,33,1
13659,8,30,1
13660,8,30,1
13661,8,30,1
13662,8,30,1
13663,8,30,1
13664,8,30,1
13665,8,30,1
13666,8,30,1
13667,8,34,1
13668,8,30,1
13669,8,51,1
13670,8,35,1
13671,8,30,1
13672,8,29,1
13673,8,30,1
13674,8,44,1
13675,8,44,1
13676,8,30,1
13677,4,30,2
13678,8,30,1
13679,8,30,1
13680,4,48,2
13681,8,30,1
13682,8,30,1
13683,4,44,2
13684,8,74,1
13685,8,40,1
13686,9,55,2
13687,9,55,2
13688,8,30,1
13689,4,55,2
13690,8,30,1
13691,4,55,2
13692,8,30,1
13693,8,30,1
13694,8,30,1
13695,8,30,1
13696,8,52,1
13697,8,52,1
13698,8,30,1
13699,8,30,1
13700,8,54,1
13701,8,37,1
13702,8,52,1
13703,8,61,1
13704,8,30,1
13705,8,30,1
13706,8,30,1
13707,9,37,2
13708,8,30,1
13709,8,23,1
13710,8,34,1
13711,4,30,2
13712,8,30,1
13713,8,30,1
13714,8,30,1
13715,8,30,1
13716,8,30,1
13717,8,44,1
13718,8,30,1
13719,8,30,1
13720,8,50,1
13721,8,53,1
13722,8,30,1
13723,8,40,1
13724,8,30,1
13725,8,30,1
13726,8,51,1
13727,8,36,1
13728,8,30,1
13729,8,30,1
13730,8,30,1
13731,8,30,1
13732,8,30,1
13733,8,30,1
13734,8,34,1
13735,8,30,1
13736,8,30,1
13737,8,28,1
13738,4,37,2
13739,4,37,2
13740,4,45,2
13741,8,30,1
13742,8,46,1
13743,8,46,1
13744,8,39,1
13745,8,45,1
13746,8,50,1
13747,8,50,1
13748,8,50,1
13749,8,50,1
13750,8,30,1
13751,8,50,1
13752,8,30,1
13753,8,30,1
13754,8,30,1
13755,8,30,1
13756,8,42,1
13757,8,30,1
13758,8,30,1
13759,8,30,1
13760,8,36,1
13761,8,40,1
13762,8,34,1
13763,8,32,1
13764,8,55,1
13765,8,22,1
13766,8,30,1
13767,8,41,1
13768,8,30,1
13769,8,40,1
13770,8,32,1
13771,8,38,1
13772,8,22,1
13773,8,43,1
13774,8,43,1
13775,8,42,1
13776,8,42,1
13777,8,30,1
13778,8,29,1
13779,8,30,1
13780,8,35,1
13781,8,37,1
13782,4,39,2
13783,4,30,2
13784,4,30,2
13785,8,43,1
13786,8,40,1
13787,8,30,1
13788,8,52,1
13789,8,30,1
13790,8,47,1
13791,4,30,2
13792,8,30,1
13793,9,35,2
13794,8,30,1
13795,8,30,1
13796,8,30,1
13797,8,37,1
13798,8,44,1
13799,8,30,1
13800,8,48,1
13801,9,46,2
13802,9,46,2
13803,8,47,1
13804,8,30,1
13805,8,42,1
13806,3,40,1
13807,3,37,1
13808,3,37,1
13809,3,30,1
13810,9,30,1
13811,9,30,2
13812,3,30,1
13813,3,40,1
13814,3,40,1
13815,3,40,1
13816,3,85,1
13817,3,30,1
13818,3,40,1
13819,4,30,2
13820,9,48,1
13821,4,50,2
13822,3,30,1
13823,4,40,2
13824,9,54,1
13825,3,30,1
13826,3,30,1
13827,3,30,1
13828,3,30,1
13829,3,30,1
13830,3,30,1
13831,3,30,1
13832,3,48,1
13833,3,40,1
13834,3,66,1
