CGUID,Relatioship,CGAge,CGSex
1633,4,42,2
1634,3,42,1
1635,3,43,1
1636,3,34,1
1637,3,45,1
1638,3,38,1
1639,3,38,1
1640,3,37,1
1641,3,56,1
1642,3,45,1
1643,3,45,1
1644,3,43,1
1645,3,54,1
1646,3,44,1
1647,2,54,1
1648,3,40,1
1649,3,24,1
1650,3,37,1
1651,3,39,1
1652,3,38,1
1653,3,34,1
1654,3,40,1
1655,4,28,2
1656,2,20,1
1657,3,51,1
1658,3,34,1
1659,3,38,1
1660,3,40,1
1661,2,42,1
1662,3,48,1
1663,2,54,2
1664,3,51,1
1665,2,44,2
1666,3,31,1
1667,3,40,1
1668,3,31,1
1669,3,52,1
1670,2,52,1
1671,2,35,2
1672,3,35,1
1673,2,31,2
1674,3,40,1
1675,2,50,2
1676,3,62,1
1677,2,52,2
1678,4,55,2
1679,3,45,1
1680,3,40,1
1681,3,42,1
1682,3,49,1
1683,3,45,1
1684,2,51,1
1685,3,55.2,1
1686,2,65,1
1687,3,40,1
1688,3,35,1
1689,3,54,1
1690,3,40,1
1691,3,40,1
1692,3,41,1
1693,3,62,1
1694,4,40,2
1695,2,45,2
1696,4,52,2
1697,2,53,1
1698,3,40,1
1699,3,40,1
1700,3,48,1
1701,2,48,1
1702,2,48,1
1703,2,50,1
1704,2,54,2
1705,2,45,2
1706,3,31,1
1707,4,41,2
1708,2,62,1
1709,4,55,2
1710,2,60,1
1711,2,45,1
1712,3,62,1
1713,2,62,1
1714,3,54,1
1715,3,40,1
1716,3,53,1
1717,2,52,2
1718,3,40,1
1719,3,48,1
1720,2,54,1
1721,2,71,1
1722,2,36,1
1723,2,54,1
1724,3,40,1
1725,3,40,1
1726,3,45,1
1727,2,45,1
1728,3,40,1
1729,2,31,1
1730,2,47,1
1731,3,50,1
1732,3,47,1
1733,3,35,1
1734,3,40,1
1735,2,31,2
1736,2,55,1
1737,3,52,1
1738,3,40,1
1739,3,46,1
1740,3,40,1
1741,3,40,1
1742,2,59,2
1743,2,48,1
1744,4,40,2
1745,3,40,1
1746,2,47,2
1747,2,49,1
1748,3,40,1
1749,2,55,2
1750,4,62,2
1751,4,65,2
1752,3,35,1
1753,3,55,1
1754,3,41,1
1755,3,40,1
1756,2,40,1
1757,2,62,1
1758,3,53,1
1759,3,54,1
1760,2,58,2
1761,4,45,2
1762,2,37,2
1763,3,44,1
1764,3,52,1
1765,3,42,1
1766,3,37,1
1767,3,45,1
1768,3,62,1
1769,2,43,1
1770,3,40,1
1771,3,51,1
1772,2,54,1
1773,3,30,1
1774,2,60,2
1775,4,41,2
1776,3,40,1
1777,3,64,1
1778,2,65,1
1779,3,43,1
1780,3,60,1
1781,3,52,1
1782,2,47,2
1783,2,42.2,1
1784,2,48,2
1785,2,55,1
1786,3,48,1
1787,3,40,1
1788,4,55,2
1789,3,40,1
1790,3,31,1
1791,2,62,1
1792,3,31,1
1793,4,40,2
1794,3,40,1
1795,3,49,1
1796,3,46,1
1797,2,53,1
1798,2,66,1
1799,3,52,1
1800,4,37,2
1801,2,48,1
1802,3,32,1
1803,2,31,1
1804,3,41,1
1805,3,55,1
1806,3,57,1
1807,3,40,1
1808,3,32,1
1809,3,40,1
1810,2,57,1
1811,3,49,1
1812,3,40,1
1813,2,62,1
1814,3,40,1
1815,2,55,1
1816,2,59,1
1817,3,49,1
1818,3,41,1
1819,2,67,1
1820,3,30,1
1821,4,63,2
1822,3,31,1
1823,3,40,1
1824,4,45,2
1825,3,47,1
1826,2,54,1
1827,3,51,1
1828,3,40,1
1829,3,58,1
1830,3,59,1
1831,2,57,1
1832,2,49,1
1833,3,65,1
1834,3,39,1
1835,2,54,1
1836,3,49,1
1837,3,41,1
1838,3,41,1
1839,3,41,1
1840,3,47,1
1841,3,39,1
1842,4,41,2
1843,3,40,1
1844,4,41,2
1845,4,42,2
1846,3,41,1
1847,3,30,1
1848,3,41,1
1849,2,43,1
1850,4,42,2
1851,4,41,2
1852,3,41,1
1853,3,41,1
1854,3,45,1
1855,3,41,1
1856,3,41,1
1857,3,51,1
1858,3,43,1
1859,2,41,1
1860,4,33,2
1861,3,41,1
1862,3,46,1
1863,3,41,1
1864,4,41,2
1865,4,41,2
1866,4,41,2
1867,3,44,1
1868,3,47,1
1869,3,43,1
1870,3,41,1
1871,3,40,1
1872,3,41,1
1873,3,40,1
1874,3,41,1
1875,3,41,1
1876,3,43,1
1877,3,41,1
1878,2,41,1
1879,3,40,1
1880,3,41,1
1881,3,44,1
1882,3,44,1
1883,3,47,1
1884,4,41,2
1885,2,47,1
1886,3,28,1
1887,4,37,2
1888,3,41,1
1889,3,40,1
1890,3,32,1
1891,3,44,1
1892,3,42,1
1893,3,41,1
1894,3,41,1
1895,2,51,1
1896,3,43,1
1897,3,40,1
1898,3,41,1
1899,3,42,1
1900,3,43,1
1901,3,42,1
1902,3,41,1
1903,3,41,1
1904,3,41,1
1905,3,38,1
1906,3,30,1
1907,3,38,1
1908,3,41,1
1909,3,41,1
1910,3,41,1
1911,3,44,1
1912,3,41,1
1913,3,41,1
1914,3,30,1
1915,4,45,2
1916,4,42,2
1917,3,30,1
1918,3,42,1
1919,3,36,1
1920,3,36,1
1921,3,40,1
1922,3,41,1
1923,3,44,1
1924,3,44,1
1925,3,41,1
1926,3,41,1
1927,3,43,1
1928,3,45,1
1929,3,47,1
1930,3,47,1
1931,3,37,1
1932,3,42,1
1933,3,40,1
1934,3,41,1
1935,3,33,1
1936,3,40,1
1937,3,41,1
1938,3,39,1
1939,3,30,1
1940,3,41,1
1941,3,40,1
1942,3,41,1
1943,4,41,2
1944,4,41,2
1945,3,28,1
1946,3,33,1
1947,3,41,1
1948,3,36,1
1949,3,47,1
1950,3,75,1
1951,2,29,1
1952,3,47,1
1953,2,34,1
1954,3,41,1
1955,3,37,1
1956,2,46,1
1957,2,35,1
1958,2,48,1
1959,3,49,1
1960,3,52,1
1961,3,37,1
1962,3,41,1
1963,3,30,1
1964,2,40,1
1965,2,41,1
1966,3,30,1
1967,2,43,2
1968,3,-999999999,1
1969,2,48,1
1970,3,53,1
1971,2,47,1
1972,3,42,1
1973,2,43,1
1974,2,45,1
1975,3,46,1
1976,3,35,1
1977,3,40,1
1978,2,39,1
1979,3,34,1
1980,3,44,1
1981,3,48,1
1982,3,36,1
1983,2,40,1
1984,3,42,1
1985,2,41,1
1986,3,42,1
1987,4,45,2
1988,2,44,1
1989,3,44,1
1990,3,55,1
1991,3,33,1
1992,3,34,1
1993,3,35,1
1994,3,46,1
1995,3,47,1
1996,2,33,1
1997,3,41,1
1998,3,58,1
1999,3,47,1
2000,3,30,1
2001,4,40,2
2002,3,42,1
2003,2,39,1
2004,3,41,1
2005,2,48,1
2006,2,42,1
2007,3,47,1
2008,2,33,1
2009,3,41,1
2010,2,44,1
2011,3,47,1
2012,3,33,1
2013,3,34,1
2014,3,49,1
2015,2,38,1
2016,3,38,1
2017,2,48,1
2018,2,48,1
2019,2,36,1
2020,3,43,1
2021,2,44,1
2022,2,46,1
2023,3,50,1
2024,3,55,1
2025,2,45,1
2026,3,42,1
2027,4,33,2
2028,3,34,1
2029,3,36,1
2030,2,38,2
2031,3,38,1
2032,3,48,1
2033,2,48,1
2034,3,36,1
2035,2,43,2
2036,3,48,1
2037,4,68,2
2038,3,46,1
2039,3,50,1
2040,3,59,1
2041,4,69,2
2042,4,55,2
2043,3,45,1
2044,3,44,1
2045,3,39,1
2046,4,43,2
2047,3,33,1
2048,3,42,1
2049,3,53,1
2050,3,41,1
2051,3,40,1
2052,3,42,1
2053,3,37,1
2054,3,40,1
2055,3,36,1
2056,3,39,1
2057,2,43,1
2058,3,44,1
2059,2,45,2
2060,3,44,1
2061,2,38,1
2062,2,39,1
2063,4,42,2
2064,2,53,1
2065,3,45,1
2066,3,34,1
2067,4,35,2
2068,3,35,1
2069,3,37,1
2070,4,38,2
2071,2,39,1
2072,2,41,2
2073,3,44,1
2074,4,42,2
2075,2,43,1
2076,3,50,1
2077,2,41,1
2078,2,40,1
2079,3,51,1
2080,3,40,1
2081,3,42,1
2082,3,44,1
2083,2,40,1
2084,2,-999999999,1
2085,3,-999999999,1
2086,2,-999999999,2
2087,4,-999999999,2
2088,2,-999999999,2
2089,3,-999999999,1
2090,3,-999999999,1
2091,2,-999999999,1
2092,3,-999999999,1
2093,2,-999999999,1
2094,4,-999999999,2
2095,3,-999999999,1
2096,2,-999999999,2
2097,3,-999999999,1
2098,4,-999999999,2
2099,3,-999999999,1
2100,3,-999999999,1
2101,2,-999999999,2
2102,4,-999999999,2
2103,3,-999999999,1
2104,3,-999999999,1
2105,2,-999999999,1
2106,3,-999999999,1
2107,2,-999999999,2
2108,2,-999999999,1
2109,4,-999999999,2
2110,4,-999999999,2
2111,3,-999999999,1
2112,4,-999999999,2
2113,2,-999999999,1
2114,3,-999999999,1
2115,3,-999999999,1
2116,3,-999999999,1
2117,3,-999999999,1
2118,3,-999999999,1
2119,3,-999999999,1
2120,3,-999999999,1
2121,3,-999999999,1
2122,3,-999999999,1
2123,3,-999999999,1
2124,3,-999999999,1
2125,2,-999999999,1
2126,2,-999999999,1
2127,3,-999999999,1
2128,3,-999999999,1
2129,3,-999999999,1
2130,2,-999999999,1
2131,3,-999999999,1
2132,2,-999999999,2
2133,3,-999999999,1
2134,2,-999999999,2
2135,2,-999999999,1
2136,3,-999999999,1
2137,3,-999999999,1
2138,2,-999999999,1
2139,4,-999999999,2
2140,3,-999999999,1
2141,3,-999999999,1
2142,4,-999999999,2
2143,2,-999999999,2
2144,3,-999999999,1
2145,2,-999999999,1
2146,3,-999999999,1
2147,3,-999999999,1
2148,2,-999999999,1
2149,3,-999999999,1
2150,2,-999999999,1
2151,4,-999999999,2
2152,3,-999999999,1
2153,2,-999999999,1
2154,2,-999999999,1
2155,3,-999999999,1
2156,3,-999999999,1
2157,3,-999999999,1
2158,3,-999999999,1
2159,3,-999999999,1
2160,3,-999999999,1
2161,3,-999999999,1
2162,2,-999999999,1
2163,2,-999999999,1
2164,3,-999999999,1
2165,3,-999999999,1
2166,2,-999999999,1
2167,2,-999999999,1
2168,3,-999999999,1
2169,2,-999999999,1
2170,3,-999999999,1
2171,3,-999999999,1
2172,3,-999999999,1
2173,3,-999999999,1
2174,3,-999999999,1
2175,2,-999999999,1
2176,2,-999999999,1
2177,3,-999999999,1
2178,3,-999999999,1
2179,3,-999999999,1
2180,3,-999999999,1
2181,3,-999999999,1
2182,2,-999999999,1
2183,3,-999999999,1
2184,3,-999999999,1
2185,2,-999999999,1
2186,3,-999999999,1
2187,2,-999999999,1
2188,2,-999999999,1
2189,2,-999999999,1
2190,3,-999999999,1
2191,3,-999999999,1
2192,2,-999999999,1
2193,3,-999999999,1
2194,2,-999999999,1
2195,2,-999999999,1
2196,3,-999999999,1
2197,2,-999999999,1
2198,2,-999999999,2
2199,3,-999999999,1
2200,2,-999999999,1
2201,3,-999999999,1
2202,3,-999999999,1
2203,3,-999999999,1
2204,3,-999999999,1
2205,3,-999999999,1
2206,3,-999999999,1
2207,3,-999999999,1
2208,3,-999999999,1
2209,2,-999999999,1
2210,3,-999999999,1
2211,3,-999999999,1
2212,3,-999999999,1
2213,2,-999999999,1
2214,3,-999999999,1
2215,2,-999999999,1
2216,3,-999999999,1
2217,3,-999999999,1
2218,2,-999999999,1
2219,2,-999999999,1
2220,3,-999999999,1
2221,3,-999999999,1
2222,3,-999999999,1
2223,3,-999999999,1
2224,3,-999999999,1
2225,2,-999999999,1
2226,2,-999999999,1
2227,3,-999999999,1
2228,3,-999999999,1
2229,2,-999999999,1
2230,2,-999999999,2
2231,3,-999999999,1
2232,2,-999999999,1
2233,3,-999999999,1
2234,2,-999999999,1
2235,2,-999999999,1
2236,3,-999999999,1
2237,2,-999999999,1
2238,3,-999999999,1
2239,2,-999999999,1
2240,2,-999999999,1
2241,2,-999999999,1
2242,3,-999999999,1
2243,2,-999999999,1
2244,3,-999999999,1
2245,3,-999999999,1
2246,3,-999999999,1
2247,3,-999999999,1
2248,2,-999999999,1
2249,3,-999999999,1
2250,2,-999999999,1
2251,2,-999999999,2
2252,3,-999999999,1
2253,2,-999999999,1
2254,3,-999999999,1
2255,3,-999999999,1
2256,3,-999999999,1
2257,2,-999999999,2
2258,2,-999999999,2
2259,2,-999999999,1
2260,2,-999999999,2
2261,3,-999999999,1
2262,3,-999999999,1
2263,2,-999999999,1
2264,3,-999999999,1
2265,2,-999999999,1
2266,2,-999999999,1
2267,3,-999999999,1
2268,2,-999999999,1
2269,3,-999999999,1
2270,3,-999999999,1
2271,2,-999999999,1
2272,2,-999999999,1
2273,2,-999999999,1
2274,3,-999999999,1
2275,2,-999999999,1
2276,3,-999999999,1
2277,2,-999999999,1
2278,3,-999999999,1
2279,2,-999999999,1
2280,3,-999999999,1
2281,3,-999999999,1
2282,3,-999999999,1
2283,4,-999999999,2
2284,3,-999999999,1
2285,2,-999999999,1
2286,3,-999999999,1
2287,3,-999999999,1
2288,2,-999999999,2
2289,3,-999999999,1
2290,2,-999999999,1
2291,3,-999999999,1
2292,3,-999999999,1
2293,3,-999999999,1
2294,2,-999999999,1
2295,4,-999999999,2
2296,3,-999999999,1
2297,4,-999999999,2
2298,2,-999999999,1
2299,2,-999999999,2
2300,4,-999999999,2
2301,4,-999999999,2
2302,2,-999999999,1
2303,3,-999999999,1
2304,2,-999999999,1
2305,4,-999999999,2
2306,4,-999999999,2
2307,3,-999999999,1
2308,4,-999999999,2
2309,3,-999999999,1
2310,4,-999999999,2
2311,2,-999999999,1
2312,2,-999999999,2
2313,2,-999999999,1
2314,3,-999999999,1
2315,3,-999999999,1
2316,3,-999999999,1
2317,2,-999999999,1
2318,3,-999999999,1
2319,3,-999999999,1
2320,3,-999999999,1
2321,2,-999999999,1
2322,2,-999999999,1
2323,3,-999999999,1
2324,3,-999999999,1
2325,3,-999999999,1
2326,3,-999999999,1
2327,4,-999999999,2
2328,3,-999999999,1
2329,2,-999999999,1
2330,2,-999999999,1
2331,2,-999999999,1
2332,2,-999999999,1
2333,2,-999999999,1
2334,3,-999999999,1
2335,3,-999999999,1
2336,3,-999999999,1
2337,2,-999999999,1
2338,3,-999999999,1
2339,2,-999999999,1
2340,3,-999999999,1
2341,3,-999999999,1
2342,3,-999999999,1
2343,2,-999999999,1
2344,2,-999999999,1
2345,2,-999999999,1
2346,3,-999999999,1
2347,3,-999999999,1
2348,2,-999999999,1
2349,2,-999999999,2
2350,2,-999999999,2
2351,3,-999999999,1
2352,3,-999999999,1
2353,3,-999999999,1
2354,3,-999999999,1
2355,2,-999999999,1
2356,3,-999999999,1
2357,3,-999999999,1
2358,3,-999999999,1
2359,2,-999999999,1
2360,3,-999999999,1
2361,3,-999999999,1
2362,3,-999999999,1
2363,3,-999999999,1
2364,3,-999999999,1
2365,4,-999999999,2
2366,4,-999999999,2
2367,3,-999999999,1
2368,4,-999999999,2
2369,2,-999999999,2
2370,2,-999999999,1
2371,3,-999999999,1
2372,4,-999999999,2
2373,3,-999999999,1
2374,3,-999999999,1
2375,3,-999999999,1
2376,3,-999999999,1
2377,4,-999999999,2
2378,3,-999999999,1
2379,3,-999999999,1
2380,2,-999999999,1
2381,3,-999999999,1
2382,2,-999999999,1
2383,3,-999999999,1
2384,3,-999999999,1
2385,3,-999999999,1
2386,2,-999999999,1
2387,3,-999999999,1
2388,3,-999999999,1
2389,4,-999999999,2
2390,2,-999999999,2
2391,2,-999999999,1
2392,3,-999999999,1
2393,3,-999999999,1
2394,2,-999999999,1
2395,3,-999999999,1
2396,3,-999999999,1
2397,3,-999999999,1
2398,4,-999999999,2
2399,3,-999999999,1
2400,3,-999999999,1
2401,4,-999999999,2
2402,3,-999999999,1
2403,2,-999999999,1
2404,3,-999999999,1
2405,3,-999999999,1
2406,3,-999999999,1
2407,2,-999999999,1
2408,2,-999999999,1
2409,3,-999999999,1
2410,3,-999999999,1
2411,2,-999999999,1
2412,2,-999999999,1
2413,2,-999999999,1
2414,3,-999999999,1
2415,3,-999999999,1
2416,4,-999999999,2
2417,3,-999999999,1
2418,3,-999999999,1
2419,3,-999999999,1
2420,3,-999999999,1
2421,2,-999999999,1
2422,2,-999999999,2
2423,3,-999999999,1
2424,3,-999999999,1
2425,2,-999999999,1
2426,2,-999999999,1
2427,3,-999999999,1
2428,3,-999999999,1
2429,2,-999999999,1
2430,2,-999999999,2
2431,3,-999999999,1
2432,2,-999999999,1
2433,3,-999999999,1
2434,2,-999999999,1
2435,4,-999999999,2
2436,2,-999999999,1
2437,3,-999999999,1
2438,3,-999999999,1
2439,2,-999999999,1
2440,2,-999999999,1
2441,3,-999999999,1
2442,3,-999999999,1
2443,3,-999999999,1
2444,4,-999999999,2
2445,4,-999999999,2
2446,3,-999999999,1
2447,3,-999999999,1
2448,3,-999999999,1
2449,3,-999999999,1
2450,4,-999999999,2
2451,3,-999999999,1
2452,3,-999999999,1
2453,2,-999999999,1
2454,2,-999999999,1
2455,3,-999999999,1
2456,3,-999999999,1
2457,3,-999999999,1
2458,2,-999999999,1
2459,3,-999999999,1
2460,3,-999999999,1
2461,2,-999999999,1
2462,3,-999999999,1
2463,3,-999999999,1
2464,3,-999999999,1
2465,3,-999999999,1
2466,4,-999999999,2
2467,4,-999999999,2
2468,3,-999999999,1
2469,2,-999999999,1
2470,4,-999999999,2
2471,3,-999999999,1
2472,3,-999999999,1
2473,3,-999999999,1
2474,3,-999999999,1
2475,2,-999999999,1
2476,3,-999999999,1
2477,3,-999999999,1
2478,3,-999999999,1
2479,3,-999999999,1
2480,2,-999999999,2
2481,2,-999999999,1
2482,3,-999999999,1
2483,3,-999999999,1
2484,3,-999999999,1
2485,3,-999999999,1
2486,3,-999999999,1
2487,3,-999999999,1
2488,2,-999999999,1
2489,3,-999999999,1
2490,4,-999999999,2
2491,3,-999999999,1
2492,3,-999999999,1
2493,3,-999999999,1
2494,3,-999999999,1
2495,3,-999999999,1
2496,3,-999999999,1
2497,3,-999999999,1
2498,4,-999999999,2
2499,2,-999999999,1
2500,3,-999999999,1
2501,3,-999999999,1
2502,3,-999999999,1
2503,3,-999999999,1
2504,3,-999999999,1
2505,3,-999999999,1
2506,2,-999999999,2
2507,2,-999999999,1
2508,2,-999999999,1
2509,2,-999999999,1
2510,3,-999999999,1
2511,3,-999999999,1
2512,2,-999999999,1
2513,2,-999999999,1
2514,4,-999999999,2
2515,4,-999999999,2
2516,3,-999999999,1
2517,4,-999999999,2
2518,3,-999999999,1
2519,3,-999999999,1
2520,4,-999999999,2
2521,4,-999999999,2
2522,3,-999999999,1
2523,3,-999999999,1
2524,3,-999999999,1
2525,2,-999999999,1
2526,2,-999999999,1
2527,3,-999999999,1
2528,2,-999999999,1
2529,2,-999999999,1
2530,3,-999999999,1
2531,3,-999999999,1
2532,2,-999999999,1
2533,3,-999999999,1
2534,2,-999999999,1
2535,3,-999999999,1
2536,2,-999999999,1
2537,3,-999999999,1
2538,3,-999999999,1
2539,3,-999999999,1
2540,3,-999999999,1
2541,3,-999999999,1
2542,3,-999999999,1
2543,3,-999999999,1
2544,3,-999999999,1
2545,2,-999999999,1
2546,2,-999999999,1
2547,3,-999999999,1
2548,3,-999999999,1
2549,3,-999999999,1
2550,3,-999999999,1
2551,4,-999999999,2
2552,3,-999999999,1
2553,3,-999999999,1
2554,3,-999999999,1
2555,3,-999999999,1
2556,2,-999999999,1
2557,3,-999999999,1
2558,2,-999999999,1
2559,3,-999999999,1
2560,2,-999999999,1
2561,2,-999999999,1
2562,3,-999999999,1
2563,4,-999999999,2
2564,3,-999999999,1
2565,3,-999999999,1
2566,2,-999999999,1
2567,2,-999999999,1
2568,3,-999999999,1
2569,3,52,1
2570,4,-999999999,2
2571,2,84,1
2572,4,-999999999,2
2573,2,-999999999,1
2574,2,-999999999,1
2575,2,-999999999,1
2576,2,-999999999,1
2577,3,42,1
2578,2,-999999999,1
2579,4,-999999999,2
2580,3,-999999999,1
2581,3,-999999999,1
2582,3,-999999999,1
2583,4,-999999999,2
2584,3,-999999999,1
2585,3,-999999999,1
2586,4,-999999999,2
2587,4,-999999999,2
2588,3,-999999999,1
2589,4,-999999999,2
2590,2,-999999999,1
2591,4,-999999999,2
2592,3,-999999999,1
2593,2,-999999999,1
2594,2,-999999999,1
2595,2,-999999999,1
2596,4,-999999999,2
2597,3,-999999999,1
2598,3,-999999999,1
2599,4,-999999999,2
2600,3,-999999999,1
2601,3,-999999999,1
2602,4,-999999999,2
2603,2,-999999999,1
2604,2,-999999999,1
2605,3,-999999999,1
2606,3,-999999999,1
2607,3,-999999999,1
2608,3,-999999999,1
2609,3,-999999999,1
2610,4,-999999999,2
2611,3,-999999999,1
2612,4,-999999999,2
2613,4,-999999999,2
2614,2,-999999999,1
2615,2,-999999999,1
2616,3,-999999999,1
2617,4,-999999999,2
2618,3,30,1
2619,3,-999999999,1
2620,3,-999999999,1
2621,3,-999999999,1
2622,3,-999999999,1
2623,4,-999999999,2
2624,2,-999999999,1
2625,2,-999999999,1
2626,3,-999999999,1
2627,4,-999999999,2
2628,4,-999999999,2
2629,3,-999999999,1
2630,3,-999999999,1
2631,4,-999999999,2
2632,3,-999999999,1
2633,3,-999999999,1
2634,3,-999999999,1
2635,3,-999999999,1
2636,3,-999999999,1
2637,2,-999999999,1
2638,3,-999999999,1
2639,3,-999999999,1
2640,3,-999999999,1
2641,3,-999999999,1
2642,3,-999999999,1
2643,4,-999999999,2
2644,3,-999999999,1
2645,4,-999999999,2
2646,3,-999999999,1
2647,3,-999999999,1
2648,3,-999999999,1
2649,3,-999999999,1
2650,3,33,1
2651,4,-999999999,2
2652,2,-999999999,1
2653,3,-999999999,1
2654,2,-999999999,1
2655,4,-999999999,2
2656,3,-999999999,1
2657,3,-999999999,1
2658,3,-999999999,1
2659,4,-999999999,2
2660,4,-999999999,2
2661,2,-999999999,1
2662,3,-999999999,1
2663,3,-999999999,1
2664,3,-999999999,1
2665,2,30,1
2666,3,-999999999,1
2667,4,41,2
2668,2,78,1
2669,3,42,1
2670,3,46,1
2671,2,30,1
2672,4,46,2
2673,3,44,1
2674,2,70,1
2675,4,-999999999,2
2676,3,-999999999,1
2677,3,-999999999,1
2678,3,-999999999,1
2679,3,-999999999,1
2680,3,-999999999,1
2681,3,-999999999,1
2682,3,-999999999,1
2683,2,-999999999,1
2684,3,-999999999,1
2685,2,-999999999,1
2686,3,-999999999,1
2687,3,-999999999,1
2688,3,-999999999,1
2689,3,37,1
2690,4,-999999999,2
2691,3,37,1
2692,3,52,1
2693,3,36,1
2694,3,-999999999,1
2695,3,41,1
2696,3,48,1
2697,4,41,2
2698,2,-999999999,1
2699,3,-999999999,1
2700,3,-999999999,1
2701,3,-999999999,1
2702,3,-999999999,1
2703,3,-999999999,1
2704,3,-999999999,1
2705,3,-999999999,1
2706,3,-999999999,1
2707,3,-999999999,1
2708,2,67,1
2709,3,-999999999,1
2710,3,-999999999,1
2711,3,-999999999,1
2712,3,-999999999,1
2713,4,-999999999,2
2714,4,-999999999,2
2715,3,-999999999,1
2716,3,-999999999,1
2717,3,-999999999,1
2718,4,-999999999,2
2719,3,-999999999,1
2720,3,-999999999,1
2721,3,-999999999,1
2722,2,-999999999,1
2723,2,-999999999,1
2724,4,-999999999,2
2725,3,-999999999,1
2726,4,-999999999,2
2727,3,-999999999,1
2728,3,-999999999,1
2729,3,-999999999,1
2730,3,-999999999,1
2731,2,-999999999,1
2732,3,-999999999,1
2733,2,-999999999,1
2734,2,-999999999,1
2735,3,-999999999,1
2736,3,-999999999,1
2737,2,-999999999,1
2738,4,-999999999,2
2739,3,-999999999,1
2740,3,-999999999,1
2741,2,-999999999,1
2742,3,-999999999,1
2743,4,-999999999,2
2744,2,-999999999,1
2745,3,-999999999,1
2746,3,-999999999,1
2747,3,-999999999,1
2748,3,-999999999,1
2749,4,-999999999,2
2750,2,-999999999,1
2751,3,-999999999,1
2752,4,-999999999,2
2753,3,-999999999,1
2754,2,-999999999,1
2755,3,-999999999,1
2756,3,-999999999,1
2757,2,-999999999,1
2758,3,-999999999,1
2759,2,-999999999,1
2760,4,-999999999,2
2761,3,-999999999,1
2762,3,-999999999,1
2763,2,-999999999,1
2764,4,-999999999,2
2765,3,-999999999,1
2766,3,-999999999,1
2767,2,-999999999,2
2768,3,-999999999,1
2769,3,-999999999,1
2770,3,-999999999,1
2771,3,-999999999,1
2772,3,-999999999,1
2773,4,-999999999,2
2774,2,-999999999,1
2775,3,-999999999,1
2776,2,-999999999,1
2777,3,-999999999,1
2778,2,-999999999,1
2779,2,-999999999,1
2780,3,-999999999,1
2781,3,-999999999,1
2782,3,-999999999,1
2783,3,-999999999,1
2784,3,-999999999,1
2785,2,-999999999,1
2786,2,-999999999,1
2787,3,-999999999,1
2788,2,-999999999,1
2789,2,-999999999,1
2790,3,-999999999,1
2791,2,-999999999,2
2792,4,-999999999,2
2793,3,-999999999,1
2794,3,-999999999,1
2795,3,-999999999,1
2796,3,-999999999,1
2797,2,-999999999,1
2798,3,-999999999,1
2799,3,-999999999,1
2800,3,-999999999,1
2801,4,-999999999,2
2802,3,-999999999,1
2803,3,-999999999,1
2804,4,-999999999,2
2805,3,-999999999,1
2806,3,-999999999,1
2807,4,-999999999,2
2808,3,-999999999,1
2809,4,-999999999,2
2810,4,-999999999,2
2811,3,-999999999,1
2812,2,-999999999,1
2813,3,-999999999,1
2814,4,-999999999,2
2815,4,-999999999,2
2816,3,-999999999,1
2817,3,-999999999,1
2818,3,-999999999,1
2819,3,-999999999,1
2820,2,-999999999,2
2821,3,-999999999,1
2822,4,-999999999,2
2823,2,-999999999,1
2824,2,-999999999,1
2825,3,-999999999,1
2826,3,-999999999,1
2827,4,-999999999,2
2828,2,-999999999,1
2829,3,-999999999,1
2830,2,-999999999,2
2831,3,-999999999,1
2832,3,-999999999,1
2833,3,-999999999,1
2834,3,-999999999,1
2835,2,-999999999,1
2836,2,-999999999,2
2837,3,-999999999,1
2838,3,-999999999,1
2839,3,-999999999,1
2840,2,-999999999,1
2841,3,-999999999,1
2842,4,-999999999,2
2843,3,-999999999,1
2844,3,-999999999,1
2845,3,-999999999,1
2846,3,-999999999,1
2847,3,-999999999,1
2848,4,-999999999,2
2849,3,-999999999,1
2850,3,-999999999,1
2851,3,-999999999,1
2852,3,-999999999,1
2853,3,-999999999,1
2854,3,-999999999,1
2855,3,-999999999,1
2856,3,-999999999,1
2857,4,-999999999,2
2858,3,-999999999,1
2859,3,-999999999,1
2860,3,-999999999,1
2861,2,-999999999,1
2862,2,-999999999,1
2863,3,-999999999,1
2864,3,-999999999,1
2865,4,-999999999,2
2866,3,-999999999,1
2867,3,-999999999,1
2868,3,-999999999,1
2869,2,-999999999,1
2870,3,-999999999,1
2871,2,-999999999,2
2872,3,-999999999,1
2873,2,-999999999,2
2874,3,-999999999,1
2875,3,-999999999,1
2876,3,-999999999,1
2877,3,-999999999,1
2878,3,-999999999,1
2879,3,-999999999,1
2880,3,-999999999,1
2881,4,-999999999,2
2882,2,-999999999,1
2883,3,-999999999,1
2884,3,-999999999,1
2885,2,-999999999,1
2886,3,-999999999,1
2887,3,-999999999,1
2888,3,-999999999,1
2889,3,-999999999,1
2890,4,-999999999,2
2891,2,-999999999,1
2892,4,-999999999,2
2893,3,-999999999,1
2894,3,-999999999,1
2895,4,-999999999,2
2896,3,-999999999,1
2897,3,-999999999,1
2898,3,-999999999,1
2899,3,-999999999,1
2900,3,-999999999,1
2901,3,-999999999,1
2902,3,-999999999,1
2903,3,-999999999,1
2904,3,-999999999,1
2905,3,-999999999,1
2906,3,-999999999,1
2907,3,-999999999,1
2908,3,-999999999,1
2909,3,-999999999,1
2910,3,-999999999,1
2911,3,-999999999,1
2912,3,-999999999,1
2913,2,-999999999,1
2914,3,-999999999,1
